key,country,year,value
gdp_growth,CHN,1961,-27.2700000038883
gdp_growth,CHN,1962,-5.57999999019671
gdp_growth,CHN,1963,10.2999999963989
gdp_growth,CHN,1964,18.1799999938203
gdp_growth,CHN,1965,16.9500000038699
gdp_growth,CHN,1966,10.6499999984174
gdp_growth,CHN,1967,-5.77000000405148
gdp_growth,CHN,1968,-4.09999998647768
gdp_growth,CHN,1969,16.9399999960609
gdp_growth,CHN,1970,19.2999999967022
gdp_growth,CHN,1971,7.05999999853672
gdp_growth,CHN,1972,3.81000000021984
gdp_growth,CHN,1973,7.76000000084325
gdp_growth,CHN,1974,2.31000000294736
gdp_growth,CHN,1975,8.71999999747992
gdp_growth,CHN,1976,-1.57000000165326
gdp_growth,CHN,1977,7.57000000138403
gdp_growth,CHN,1978,11.3269542129809
gdp_growth,CHN,1979,7.59480175999998
gdp_growth,CHN,1980,7.84141706847441
gdp_growth,CHN,1981,5.11486309071954
gdp_growth,CHN,1982,9.02434347373044
gdp_growth,CHN,1983,10.7718383060041
gdp_growth,CHN,1984,15.1921349118079
gdp_growth,CHN,1985,13.4284820016509
gdp_growth,CHN,1986,8.9437463904392
gdp_growth,CHN,1987,11.6552658383921
gdp_growth,CHN,1988,11.2209115803492
gdp_growth,CHN,1989,4.20785693658392
gdp_growth,CHN,1990,3.9225195692421
gdp_growth,CHN,1991,9.37563237902144
gdp_growth,CHN,1992,14.2976226152779
gdp_growth,CHN,1993,13.9261028311995
gdp_growth,CHN,1994,13.0827122987906
gdp_growth,CHN,1995,11.0154136659719
gdp_growth,CHN,1996,9.97328781228394
gdp_growth,CHN,1997,9.29759460595947
gdp_growth,CHN,1998,7.92354535108497
gdp_growth,CHN,1999,7.74123827728161
gdp_growth,CHN,2000,8.57357328926101
gdp_growth,CHN,2001,8.32404695347056
gdp_growth,CHN,2002,9.23604870383861
gdp_growth,CHN,2003,10.1138119025242
gdp_growth,CHN,2004,10.1404291872206
gdp_growth,CHN,2005,11.4535130030645
gdp_growth,CHN,2006,12.6752842281595
gdp_growth,CHN,2007,14.1507710506103
gdp_growth,CHN,2008,9.66877608164454
gdp_growth,CHN,2009,9.40610014336416
gdp_growth,CHN,2010,10.5916903885704
gdp_growth,CHN,2011,9.46205248298186
gdp_growth,CHN,2012,7.8578201481217
gdp_growth,CHN,2013,7.77842954757257
gdp_growth,CHN,2014,7.46100735778161
gdp_growth,CHN,2015,6.98162255562367
gdp_growth,CHN,2016,6.7736886867727
gdp_growth,CHN,2017,6.89123916636191
gdp_growth,CHN,2018,6.757806142324
gdp_growth,CHN,2019,6.06737806333672
gdp_growth,CHN,2020,2.33950385203023
gdp_growth,CHN,2021,8.57038414981781
gdp_growth,CHN,2022,3.13385438394069
gdp_growth,CHN,2023,5.41600334492955
gdp_growth,CHN,2024,4.95830378788091
gdp_growth,CHN,2025,4.95994886240992
gdp_growth,JPN,1961,12.043536357022
gdp_growth,JPN,1962,8.90897303614973
gdp_growth,JPN,1963,8.47364243635415
gdp_growth,JPN,1964,11.676708250654
gdp_growth,JPN,1965,5.81970783966972
gdp_growth,JPN,1966,10.6385615902031
gdp_growth,JPN,1967,11.0821423327248
gdp_growth,JPN,1968,12.8824681707163
gdp_growth,JPN,1969,12.4778945420024
gdp_growth,JPN,1970,0.399050611065093
gdp_growth,JPN,1971,4.69899204214205
gdp_growth,JPN,1972,8.41354725497627
gdp_growth,JPN,1973,8.03259997458245
gdp_growth,JPN,1974,-1.22523982750916
gdp_growth,JPN,1975,3.09157591623077
gdp_growth,JPN,1976,3.97498409113672
gdp_growth,JPN,1977,4.39033795009327
gdp_growth,JPN,1978,5.27194150317187
gdp_growth,JPN,1979,5.4840418324284
gdp_growth,JPN,1980,2.81759120738283
gdp_growth,JPN,1981,4.20933646523171
gdp_growth,JPN,1982,3.31245673740017
gdp_growth,JPN,1983,3.52304498510377
gdp_growth,JPN,1984,4.50199481622435
gdp_growth,JPN,1985,5.23338094687848
gdp_growth,JPN,1986,3.32652561623384
gdp_growth,JPN,1987,4.73066586040017
gdp_growth,JPN,1988,6.78502010955764
gdp_growth,JPN,1989,4.85803768615389
gdp_growth,JPN,1990,4.89271306574565
gdp_growth,JPN,1991,3.41749676183089
gdp_growth,JPN,1992,0.848069581218368
gdp_growth,JPN,1993,-0.517919847117952
gdp_growth,JPN,1994,0.99306636322622
gdp_growth,JPN,1995,2.34205546196849
gdp_growth,JPN,1996,3.07546731409349
gdp_growth,JPN,1997,1.36297109407448
gdp_growth,JPN,1998,-1.77264091037956
gdp_growth,JPN,1999,-0.347600398675738
gdp_growth,JPN,2000,2.97832688768516
gdp_growth,JPN,2001,0.284608556379041
gdp_growth,JPN,2002,0.0849888050363319
gdp_growth,JPN,2003,1.38010935830795
gdp_growth,JPN,2004,2.11294823723127
gdp_growth,JPN,2005,1.8482813374834
gdp_growth,JPN,2006,1.54630843078741
gdp_growth,JPN,2007,1.72837912865577
gdp_growth,JPN,2008,-1.16662209355141
gdp_growth,JPN,2009,-5.9359411383964
gdp_growth,JPN,2010,4.13645589222239
gdp_growth,JPN,2011,-0.20035785332982
gdp_growth,JPN,2012,1.64893452981225
gdp_growth,JPN,2013,1.99727653399265
gdp_growth,JPN,2014,0.905915486065865
gdp_growth,JPN,2015,1.79997735783475
gdp_growth,JPN,2016,0.704986495111257
gdp_growth,JPN,2017,1.62345062245441
gdp_growth,JPN,2018,0.834143845965585
gdp_growth,JPN,2019,-0.308496921143259
gdp_growth,JPN,2020,-4.28327942675573
gdp_growth,JPN,2021,3.56419531474475
gdp_growth,JPN,2022,1.33164750653741
gdp_growth,JPN,2023,0.720785304749811
gdp_growth,JPN,2024,-0.240084236041696
gdp_growth,JPN,2025,1.19311288444599
workingage_share,CHN,1960,55.7001867504027
workingage_share,CHN,1961,56.1639992867903
workingage_share,CHN,1962,56.2156469787463
workingage_share,CHN,1963,55.6499849944704
workingage_share,CHN,1964,55.1107011451
workingage_share,CHN,1965,54.8966382515764
workingage_share,CHN,1966,54.8549915893098
workingage_share,CHN,1967,55.0821243529982
workingage_share,CHN,1968,55.2999523632204
workingage_share,CHN,1969,55.3622561768905
workingage_share,CHN,1970,55.4990792417788
workingage_share,CHN,1971,55.6064932951812
workingage_share,CHN,1972,55.8283546461459
